Planting ID,Walk Date,Condition,Yield Adjust %,Notes,Crop // Variety,Block,Bed,Plan Field Year,Plan Field Week
,,Good,100,,Lettuce Mix SN // (Spring/Fall) Prismatic + Butters,B2,13,2026,19
,,Good,100,,Oats & Peas // Standard,A2,1,2026,19
,,Good,100,,Oats & Peas // Standard,A2,2,2026,19
,,Good,100,,Oats & Peas // Standard,A2,3,2026,19
,,Good,100,,Oats & Peas // Standard,A2,4,2026,19
,,Good,100,,Oats & Peas // Standard,A2,5,2026,19
,,Good,100,,Oats & Peas // Standard,A2,6,2026,19
,,Good,100,,Oats & Peas // Standard,A2,7,2026,19
,,Good,100,,Oats & Peas // Standard,A2,8,2026,19
,,Good,100,,Oats & Peas // Standard,A2,9,2026,19
,,Good,100,,Oats & Peas // Standard,A2,10,2026,19
,,Good,100,,Oats & Peas // Standard,A2,11,2026,19
,,Good,100,,Oats & Peas // Standard,A2,12,2026,19
,,Good,100,,Oats & Peas // Standard,A2,13,2026,19
,,Good,100,,Oats & Peas // Standard,A2,14,2026,19
,,Good,100,,Oats & Peas // Standard,A2,15,2026,19
,,Good,100,,Oats & Peas // Standard,A2,16,2026,19
,,Good,100,,Oats & Peas // Standard,A2,17,2026,19
,,Good,100,,Oats & Peas // Standard,A2,18,2026,19
,,Good,100,,Oats & Peas // Standard,A3,1,2026,19
,,Good,100,,Oats & Peas // Standard,A3,2,2026,19
,,Good,100,,Oats & Peas // Standard,A3,3,2026,19
,,Good,100,,Oats & Peas // Standard,A3,4,2026,19
,,Good,100,,Oats & Peas // Standard,A3,5,2026,19
,,Good,100,,Oats & Peas // Standard,A3,6,2026,19
,,Good,100,,Oats & Peas // Standard,A3,7,2026,19
,,Good,100,,Oats & Peas // Standard,A3,8,2026,19
,,Good,100,,Oats & Peas // Standard,A3,9,2026,19
,,Good,100,,Oats & Peas // Standard,A3,10,2026,19
,,Good,100,,Oats & Peas // Standard,A3,11,2026,19
,,Good,100,,Oats & Peas // Standard,A3,12,2026,19
,,Good,100,,Oats & Peas // Standard,A3,13,2026,19
,,Good,100,,Oats & Peas // Standard,A3,14,2026,19
,,Good,100,,Oats & Peas // Standard,A3,15,2026,19
,,Good,100,,Oats & Peas // Standard,A3,16,2026,19
,,Good,100,,Oats & Peas // Standard,A3,17,2026,19
,,Good,100,,Oats & Peas // Standard,A3,18,2026,19
,,Good,100,,Oats & Peas // Standard,A3,19,2026,19
,,Good,100,,Oats & Peas // Standard,A3,20,2026,19
,,Good,100,,Oats & Peas // Standard,A3,21,2026,19
,,Good,100,,Oats & Peas // Standard,A3,22,2026,19
,,Good,100,,Oats & Peas // Standard,A3,23,2026,19
,,Good,100,,Oats & Peas // Standard,A3,24,2026,19
,,Good,100,,Oats & Peas // Standard,A3,25,2026,19
,,Good,100,,Oats & Peas // Standard,A3,26,2026,19
,,Good,100,,Oats & Peas // Standard,A3,27,2026,19
,,Good,100,,Oats & Peas // Standard,A3,28,2026,19
,,Good,100,,Oats & Peas // Standard,A3,29,2026,19
,,Good,100,,Oats & Peas // Standard,A3,30,2026,19
,,Good,100,,Oats & Peas // Standard,B3,1,2026,19
,,Good,100,,Oats & Peas // Standard,B3,2,2026,19
,,Good,100,,Oats & Peas // Standard,B3,3,2026,19
,,Good,100,,Oats & Peas // Standard,B3,4,2026,19
,,Good,100,,Oats & Peas // Standard,B3,5,2026,19
,,Good,100,,Oats & Peas // Standard,B3,6,2026,19
,,Good,100,,Oats & Peas // Standard,B3,7,2026,19
,,Good,100,,Oats & Peas // Standard,B3,8,2026,19
,,Good,100,,Oats & Peas // Standard,B3,9,2026,19
,,Good,100,,Oats & Peas // Standard,B3,10,2026,19
,,Good,100,,Oats & Peas // Standard,B3,11,2026,19
,,Good,100,,Oats & Peas // Standard,B3,12,2026,19
,,Good,100,,Oats & Peas // Standard,B3,13,2026,19
,,Good,100,,Oats & Peas // Standard,B3,14,2026,19
,,Good,100,,Oats & Peas // Standard,B3,15,2026,19
,,Good,100,,Oats & Peas // Standard,B3,16,2026,19
,,Good,100,,Oats & Peas // Standard,B3,17,2026,19
,,Good,100,,Oats & Peas // Standard,B3,18,2026,19
,,Good,100,,Oats & Peas // Standard,B3,19,2026,19
,,Good,100,,Oats & Peas // Standard,B3,20,2026,19
,,Good,100,,Oats & Peas // Standard,B3,21,2026,19
,,Good,100,,Oats & Peas // Standard,B3,22,2026,19
,,Good,100,,Oats & Peas // Standard,B3,23,2026,19
,,Good,100,,Oats & Peas // Standard,B3,24,2026,19
,,Good,100,,Oats & Peas // Standard,B3,25,2026,19
,,Good,100,,Oats & Peas // Standard,B3,26,2026,19
,,Good,100,,Oats & Peas // Standard,B3,27,2026,19
,,Good,100,,Oats & Peas // Standard,B3,28,2026,19
,,Good,100,,Oats & Peas // Standard,B3,29,2026,19
,,Good,100,,Oats & Peas // Standard,B3,30,2026,19
,,Good,100,,Oats & Peas // Standard,C1,19,2026,19
,,Good,100,,Oats & Peas // Standard,C1,20,2026,19
,,Good,100,,Oats & Peas // Standard,C1,21,2026,19
,,Good,100,,Oats & Peas // Standard,C1,22,2026,19
,,Good,100,,Oats & Peas // Standard,C1,23,2026,19
,,Good,100,,Oats & Peas // Standard,C1,24,2026,19
,,Good,100,,Oats & Peas // Standard,C1,25,2026,19
,,Good,100,,Oats & Peas // Standard,C1,26,2026,19
,,Good,100,,Oats & Peas // Standard,C1,27,2026,19
,,Good,100,,Oats & Peas // Standard,C1,28,2026,19
,,Good,100,,Oats & Peas // Standard,C1,29,2026,19
,,Good,100,,Oats & Peas // Standard,C1,30,2026,19
,,Good,100,,Oats & Peas // Standard,C2,15,2026,19
,,Good,100,,Oats & Peas // Standard,C2,16,2026,19
,,Good,100,,Oats & Peas // Standard,C2,17,2026,19
,,Good,100,,Oats & Peas // Standard,C2,18,2026,19
,,Good,100,,Oats & Peas // Standard,C2,19,2026,19
,,Good,100,,Oats & Peas // Standard,C2,20,2026,19
,,Good,100,,Oats & Peas // Standard,C2,21,2026,19
,,Good,100,,Oats & Peas // Standard,C2,22,2026,19
,,Good,100,,Oats & Peas // Standard,C2,23,2026,19
,,Good,100,,Oats & Peas // Standard,C2,24,2026,19
,,Good,100,,Oats & Peas // Standard,C2,25,2026,19
,,Good,100,,Oats & Peas // Standard,C2,26,2026,19
,,Good,100,,Oats & Peas // Standard,C2,27,2026,19
,,Good,100,,Oats & Peas // Standard,C2,28,2026,19
,,Good,100,,Oats & Peas // Standard,C2,29,2026,19
,,Good,100,,Oats & Peas // Standard,C2,30,2026,19
,,Good,100,,Oats & Peas // Standard,X1,1,2026,19
,,Good,100,,Oats & Peas // Standard,X1,2,2026,19
,,Good,100,,Oats & Peas // Standard,X1,3,2026,19
,,Good,100,,Oats & Peas // Standard,X1,4,2026,19
,,Good,100,,Oats & Peas // Standard,X1,5,2026,19
,,Good,100,,Oats & Peas // Standard,X1,6,2026,19
,,Good,100,,Oats & Peas // Standard,X1,7,2026,19
,,Good,100,,Oats & Peas // Standard,X1,8,2026,19
,,Good,100,,Oats & Peas // Standard,X1,9,2026,19
,,Good,100,,Oats & Peas // Standard,X1,10,2026,19
,,Good,100,,Oats & Peas // Standard,X1,11,2026,19
,,Good,100,,Oats & Peas // Standard,X1,12,2026,19
,,Good,100,,Oats & Peas // Standard,X1,13,2026,19
,,Good,100,,Oats & Peas // Standard,X1,14,2026,19
,,Good,100,,Oats & Peas // Standard,X1,15,2026,19
,,Good,100,,Oats & Peas // Standard,X1,16,2026,19
,,Good,100,,Oats & Peas // Standard,X1,17,2026,19
,,Good,100,,Oats & Peas // Standard,X1,18,2026,19
,,Good,100,,Oats & Peas // Standard,X1,19,2026,19
,,Good,100,,Oats & Peas // Standard,X1,20,2026,19
,,Good,100,,Oats & Peas // Standard,X1,21,2026,19
,,Good,100,,Oats & Peas // Standard,X1,22,2026,19
,,Good,100,,Oats & Peas // Standard,X1,23,2026,19
,,Good,100,,Oats & Peas // Standard,X1,24,2026,19
,,Good,100,,Oats & Peas // Standard,X1,25,2026,19
,,Good,100,,Oats & Peas // Standard,X1,26,2026,19
,,Good,100,,Oats & Peas // Standard,X1,27,2026,19
,,Good,100,,Oats & Peas // Standard,X1,28,2026,19
,,Good,100,,Oats & Peas // Standard,X1,29,2026,19
,,Good,100,,Oats & Peas // Standard,X1,30,2026,19
,,Good,100,,Oats & Peas // Standard,X2,1,2026,19
,,Good,100,,Oats & Peas // Standard,X2,2,2026,19
,,Good,100,,Oats & Peas // Standard,X2,3,2026,19
,,Good,100,,Oats & Peas // Standard,X2,4,2026,19
,,Good,100,,Oats & Peas // Standard,X2,5,2026,19
,,Good,100,,Oats & Peas // Standard,X2,6,2026,19
,,Good,100,,Oats & Peas // Standard,X2,7,2026,19
,,Good,100,,Oats & Peas // Standard,X2,8,2026,19
,,Good,100,,Oats & Peas // Standard,X2,9,2026,19
,,Good,100,,Oats & Peas // Standard,X2,10,2026,19
,,Good,100,,Oats & Peas // Standard,X2,11,2026,19
,,Good,100,,Oats & Peas // Standard,X2,12,2026,19
,,Good,100,,Oats & Peas // Standard,X2,13,2026,19
,,Good,100,,Oats & Peas // Standard,X2,14,2026,19
,,Good,100,,Oats & Peas // Standard,X2,15,2026,19
,,Good,100,,Oats & Peas // Standard,X2,16,2026,19
,,Good,100,,Oats & Peas // Standard,X2,17,2026,19
,,Good,100,,Oats & Peas // Standard,X2,18,2026,19
,,Good,100,,Oats & Peas // Standard,X2,19,2026,19
,,Good,100,,Oats & Peas // Standard,X2,20,2026,19
,,Good,100,,Oats & Peas // Standard,X2,21,2026,19
,,Good,100,,Oats & Peas // Standard,X2,22,2026,19
,,Good,100,,Oats & Peas // Standard,X2,23,2026,19
,,Good,100,,Oats & Peas // Standard,X2,24,2026,19
,,Good,100,,Oats & Peas // Standard,X2,25,2026,19
,,Good,100,,Oats & Peas // Standard,X2,26,2026,19
,,Good,100,,Oats & Peas // Standard,X2,27,2026,19
,,Good,100,,Oats & Peas // Standard,X2,28,2026,19
,,Good,100,,Oats & Peas // Standard,X2,29,2026,19
,,Good,100,,Oats & Peas // Standard,X2,30,2026,19
,,Good,100,,Parsley // Giant of Italy,C3,8,2026,19
,,Good,100,,Potato Blue // Adirondack Blue,X3,1,2026,19
,,Good,100,,Potato Blue // Adirondack Blue,X3,2,2026,19
,,Good,100,,Potato Blue // Adirondack Blue,X3,3,2026,19
,,Good,100,,Potato Blue // Adirondack Blue,X3,4,2026,19
,,Good,100,,Potato White // Dark Red Norland,Y3,1,2026,19
,,Good,100,,Potato White // Dark Red Norland,Y3,2,2026,19
,,Good,100,,Potato White // Dark Red Norland,Y3,3,2026,19
,,Good,100,,Potato White // Dark Red Norland,Y3,4,2026,19
,,Good,100,,Potato White // Dark Red Norland,Y3,5,2026,19
,,Good,100,,Potato White // Dark Red Norland,Y3,6,2026,19
,,Good,100,,Potato White // Kennebec,Y3,7,2026,19
,,Good,100,,Potato White // Kennebec,Y3,8,2026,19
,,Good,100,,Potato White // Kennebec,Y3,9,2026,19
,,Good,100,,Potato White // Kennebec,Y3,10,2026,19
,,Good,100,,Potato White // Kennebec,Y3,11,2026,19
,,Good,100,,Potato White // Kennebec,Y3,12,2026,19
,,Good,100,,Potato White // Kennebec,Y3,13,2026,19
,,Good,100,,Potato White // Kennebec,Y3,14,2026,19
,,Good,100,,Potato White // Kennebec,Y3,15,2026,19
,,Good,100,,Potato White // Kennebec,Y3,16,2026,19
,,Good,100,,Potato White // Purple Viking,X3,5,2026,19
,,Good,100,,Potato White // Purple Viking,X3,6,2026,19
,,Good,100,,Potato White // Purple Viking,Y3,17,2026,19
,,Good,100,,Potato White // Purple Viking,Y3,18,2026,19
,,Good,100,,Potato White // Purple Viking,Y3,19,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,20,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,21,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,22,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,23,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,24,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,25,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,26,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,27,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,28,2026,19
,,Good,100,,Potato Yellow // Satina,Y3,29,2026,19
,,Good,100,,Radicchio Round // Indigo,B2,14,2026,19
,,Good,100,,Radicchio Variegated // Giorgine,B2,15,2026,19
,,Good,100,,Radish French Breakfast // French Breakfast,D1,5,2026,19
,,Good,100,,Radish Purple // Bacchus,D1,6,2026,19
,,Good,100,,Radish Red // Sora,D1,6,2026,19
,,Good,100,,Scallion // Parade,C3,5,2026,19
,,Good,100,,Tomato Cherry Mix // Artemis,HT3,7,2026,19
,,Good,100,,Tomato Cherry Mix // Attracta,HT3,7,2026,19
,,Good,100,,Tomato Cherry Mix // Chocolate Sprinkles,HT3,8,2026,19
,,Good,100,,Tomato Cherry Mix // Honey Bee,HT3,8,2026,19
,,Good,100,,Tomato Cherry Mix // Mimi,HT3,7,2026,19
,,Good,100,,Tomato Cherry Mix // SunGreen,HT3,6,2026,19
,,Good,100,,Tomato Cherry Mix // Sunpeach,HT3,6,2026,19
,,Good,100,,Tomato Cherry Sungold // SunOrange,HT3,3,2026,19
,,Good,100,,Tomato Cherry Sungold // SunOrange,HT3,4,2026,19
,,Good,100,,Tomato Cherry Sungold // SunOrange,HT3,5,2026,19
,,Good,100,,Tomato Heirloom // MarMango,HT3,1,2026,19
,,Good,100,,Tomato Heirloom // Marnouar,HT3,2,2026,19
,,Good,100,,Zucchini Green // Noche,C1,11,2026,19
,,Good,100,,Zucchini Green // Noche,C1,12,2026,19
,,Good,100,,Zucchini Green // Noche,C1,13,2026,19
,,Good,100,,Zucchini Green // Noche,C1,14,2026,19
,,Good,100,,Zucchini Striped // Pantheon,C1,15,2026,19
,,Good,100,,Zucchini Yellow // Golden Glory,C1,16,2026,19
,,Good,100,,Zucchini Yellow // Golden Glory,C1,17,2026,19
,,Good,100,,Zucchini Yellow // Golden Glory,C1,18,2026,19
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
,,Good,100,,,,,,
